# x, y
2.000000000000000000e+02 9.857808685302734375e+01
0.000000000000000000e+00 1.210000038146972656e+01
0.000000000000000000e+00 1.210000038146972656e+01
2.000000000000000000e+02 9.857808685302734375e+01
2.000000000000000000e+02 9.857808685302734375e+01
2.000000000000000000e+02 9.857808685302734375e+01
0.000000000000000000e+00 1.210000038146972656e+01
2.000000000000000000e+02 9.857808685302734375e+01
0.000000000000000000e+00 1.210000038146972656e+01
2.000000000000000000e+02 9.857808685302734375e+01
6.764655303955078125e+01 5.655867004394531250e+01
1.894752655029296875e+02 9.631333160400390625e+01
1.114992523193359375e+02 7.479833984375000000e+01
1.742214660644531250e+02 9.281697082519531250e+01
5.576241016387939453e+00 1.642665863037109375e+01
5.069189834594726562e+01 4.748312377929687500e+01
4.672348403930664062e+01 4.515416717529296875e+01
1.307876739501953125e+02 8.110571289062500000e+01
1.060502014160156250e+02 7.285694885253906250e+01
1.991969299316406250e+02 9.840921020507812500e+01
1.793361968994140625e+02 9.401941680908203125e+01
7.848960113525390625e+01 6.169324493408203125e+01
1.297773895263671875e+02 8.079518890380859375e+01
1.545243072509765625e+02 8.786786651611328125e+01
1.982276611328125000e+02 9.820454406738281250e+01
8.323432159423828125e+01 6.379543304443359375e+01
2.840987777709960938e+01 3.333067703247070312e+01
3.774517059326171875e+01 3.957921600341796875e+01
1.336342811584472656e+01 2.239004516601562500e+01
1.936692352294921875e+02 9.722940063476562500e+01
6.865423583984375000e+01 5.705640411376953125e+01
1.800052947998046875e+02 9.417440795898437500e+01
1.721663208007812500e+02 9.232478332519531250e+01
2.696004486083984375e+01 3.232024383544921875e+01
8.699980926513671875e+01 6.540601348876953125e+01
1.437174224853515625e+02 8.490957641601562500e+01
1.906049804687500000e+02 9.656191253662109375e+01
8.524292755126953125e+01 6.466073608398437500e+01
1.222874298095703125e+02 7.842756652832031250e+01
1.594073333740234375e+02 8.914516448974609375e+01
5.485308837890625000e+01 4.983882141113281250e+01
3.010599851608276367e+00 1.443866729736328125e+01
1.259430389404296875e+02 7.959780883789062500e+01
1.818382568359375000e+02 9.459632110595703125e+01
1.241759414672851562e+02 7.903569030761718750e+01
