,0
173,5119.688
174,5117.3174
175,5114.9614
176,5112.6216
177,5110.2974
178,5107.9893
179,5105.6963
180,5103.4185
181,5101.1567
182,5098.9097
183,5096.678
184,5094.461
185,5092.259
186,5090.071
187,5087.8984
188,5085.74
189,5083.597
190,5081.468
191,5079.3525
192,5077.2515
193,5075.1646
194,5073.091
195,5071.0312
196,5068.9863
197,5066.9536
198,5064.934
199,5062.928
200,5060.935
201,5058.956
202,5056.9897
203,5055.0356
204,5053.0947
205,5051.165
206,5049.249
207,5047.3447
208,5045.4526
209,5043.5737
210,5041.7056
211,5039.85
212,5038.0054
213,5036.173
214,5034.3516
215,5032.5425
216,5030.743
217,5028.956
218,5027.1797
219,5025.4136
220,5023.6597
221,5021.915
222,5020.182
223,5018.4585
224,5016.7466
225,5015.044
226,5013.3516
227,5011.669
228,5009.997
229,5008.335
230,5006.681
231,5005.039
232,5003.405
233,5001.781
234,5000.1655
235,4998.56
236,4996.963
237,4995.375
238,4993.797
239,4992.2266
240,4990.665
241,4989.112
242,4987.568
243,4986.0317
244,4984.5044
245,4982.985
246,4981.474
247,4979.9707
248,4978.476
249,4976.989
250,4975.5083
251,4974.036
252,4972.5728
253,4971.115
254,4969.6665
255,4968.224
256,4966.79
257,4965.362
258,4963.9414
259,4962.527
260,4961.1216
261,4959.7217
262,4958.3286
263,4956.943
264,4955.563
265,4954.1904
266,4952.8228
267,4951.464
268,4950.11
269,4948.7627
270,4947.421
271,4946.0854
272,4944.7563
273,4943.4326
274,4942.116
275,4940.8047
276,4939.4985
277,4938.1987
278,4936.9043
279,4935.6157
280,4934.3325
281,4933.0547
282,4931.7817
283,4930.5156
284,4929.253
285,4927.9966
286,4926.7456
287,4925.4985
288,4924.258
289,4923.021
290,4921.7896
291,4920.563
292,4919.342
293,4918.125
294,4916.9126
295,4915.705
296,4914.502
297,4913.3037
298,4912.109
299,4910.92
300,4909.7344
301,4908.5547
302,4907.3774
303,4906.205
304,4905.0376
305,4903.873
306,4902.714
307,4901.558
308,4900.406
309,4899.259
310,4898.1147
311,4896.975
312,4895.8384
313,4894.707
314,4893.5786
315,4892.4536
316,4891.333
317,4890.216
318,4889.102
319,4887.9917
320,4886.885
321,4885.7817
322,4884.6826
323,4883.586
324,4882.493
325,4881.404
326,4880.317
327,4879.234
328,4878.1543
329,4877.078
330,4876.0044
331,4874.934
332,4873.867
333,4872.803
334,4871.742
335,4870.6836
336,4869.629
337,4868.5776
338,4867.5273
339,4866.4814
340,4865.438
341,4864.3975
342,4863.36
343,4862.3247
344,4861.2925
345,4860.2627
346,4859.236
347,4858.212
348,4857.1904
349,4856.1714
350,4855.1543
351,4854.141
352,4853.1294
353,4852.1206
354,4851.1143
355,4850.111
356,4849.1094
357,4848.11
358,4847.114
359,4846.1187
360,4845.127
361,4844.1377
362,4843.151
363,4842.165
364,4841.182
365,4840.202
366,4839.2236
367,4838.247
368,4837.273
369,4836.3013
370,4835.332
371,4834.3647
372,4833.398
373,4832.435
374,4831.4736
375,4830.5146
376,4829.557
377,4828.602
378,4827.6484
379,4826.697
380,4825.748
381,4824.8003
382,4823.854
383,4822.9106
384,4821.9683
385,4821.029
386,4820.0903
387,4819.1543
388,4818.2188
389,4817.286
390,4816.355
391,4815.4263
392,4814.4985
393,4813.5728
394,4812.6484
395,4811.7266
396,4810.806
397,4809.8867
398,4808.97
399,4808.054
400,4807.14
401,4806.227
402,4805.316
403,4804.407
404,4803.4995
405,4802.5938
406,4801.6885
407,4800.7856
408,4799.884
409,4798.984
410,4798.0854
411,4797.188
412,4796.293
413,4795.3984
414,4794.5063
415,4793.6147
416,4792.7246
417,4791.836
418,4790.9497
419,4790.0645
420,4789.1797
421,4788.2974
422,4787.4155
423,4786.5347
424,4785.6567
425,4784.78
426,4783.9033
427,4783.0283
428,4782.1553
429,4781.282
430,4780.4116
431,4779.542
432,4778.674
433,4777.8066
434,4776.9404
435,4776.0757
436,4775.2124
437,4774.3506
438,4773.4897
439,4772.6294
440,4771.7705
441,4770.9136
442,4770.057
443,4769.202
444,4768.348
445,4767.4946
446,4766.643
447,4765.7925
448,4764.943
449,4764.095
450,4763.247
451,4762.4014
452,4761.5557
453,4760.7124
454,4759.869
455,4759.028
456,4758.187
457,4757.347
458,4756.5083
459,4755.6714
460,4754.835
461,4753.999
462,4753.164
463,4752.331
464,4751.4976
465,4750.6665
466,4749.8354
467,4749.0054
468,4748.1772
469,4747.35
470,4746.523
471,4745.6978
472,4744.873
473,4744.0493
474,4743.226
475,4742.4043
476,4741.5835
477,4740.7637
478,4739.944
479,4739.1255
480,4738.308
481,4737.4917
482,4736.676
483,4735.8613
484,4735.0474
485,4734.2344
486,4733.4224
487,4732.6113
488,4731.801
489,4730.991
490,4730.183
491,4729.375
492,4728.568
493,4727.761
494,4726.956
495,4726.152
496,4725.348
497,4724.5454
498,4723.743
499,4722.942
500,4722.1416
501,4721.342
502,4720.5425
503,4719.7446
504,4718.9478
505,4718.1514
506,4717.355
507,4716.5605
508,4715.7656
509,4714.973
510,4714.179
511,4713.387
512,4712.5967
513,4711.8057
514,4711.016
515,4710.227
516,4709.439
517,4708.6514
518,4707.8647
519,4707.0786
520,4706.293
521,4705.5083
522,4704.7236
523,4703.941
524,4703.1577
525,4702.376
526,4701.5947
527,4700.8145
528,4700.034
529,4699.255
530,4698.4766
531,4697.6987
532,4696.9214
533,4696.145
534,4695.3696
535,4694.5933
536,4693.8193
537,4693.045
538,4692.272
539,4691.4995
540,4690.7275
541,4689.956
542,4689.1855
543,4688.415
544,4687.6455
545,4686.877
546,4686.109
547,4685.341
548,4684.5728
549,4683.807
550,4683.0415
551,4682.276
552,4681.512
553,4680.748
554,4679.984
555,4679.221
556,4678.4585
557,4677.6973
558,4676.937
559,4676.176
560,4675.4165
561,4674.6567
562,4673.8984
563,4673.14
564,4672.3823
565,4671.625
566,4670.868
567,4670.1123
568,4669.3574
569,4668.602
570,4667.8477
571,4667.0938
572,4666.341
573,4665.5884
574,4664.836
575,4664.0845
576,4663.3335
577,4662.5825
578,4661.833
579,4661.083
580,4660.335
581,4659.586
582,4658.8374
583,4658.0903
584,4657.344
585,4656.597
586,4655.8516
587,4655.106
588,4654.361
589,4653.616
590,4652.8735
591,4652.1294
592,4651.386
593,4650.6445
594,4649.9023
595,4649.1616
596,4648.42
597,4647.68
598,4646.9404
599,4646.2007
600,4645.462
601,4644.7227
602,4643.985
603,4643.248
604,4642.5103
605,4641.774
606,4641.0376
607,4640.3022
608,4639.567
609,4638.832
610,4638.098
611,4637.3643
612,4636.6313
613,4635.898
614,4635.165
615,4634.4336
616,4633.701
617,4632.9707
618,4632.2397
619,4631.5093
620,4630.78
621,4630.0503
622,4629.3213
623,4628.5933
624,4627.8647
625,4627.1377
626,4626.41
627,4625.683
628,4624.9575
629,4624.2314
630,4623.5054
631,4622.781
632,4622.0557
633,4621.332
634,4620.6074
635,4619.885
636,4619.1616
637,4618.439
638,4617.717
639,4616.9946
640,4616.2734
641,4615.5527
642,4614.8325
643,4614.112
644,4613.3926
645,4612.6733
646,4611.9536
647,4611.2354
648,4610.5176
649,4609.7993
650,4609.082
651,4608.365
652,4607.6494
653,4606.9326
654,4606.217
655,4605.5005
656,4604.786
657,4604.0713
658,4603.3564
659,4602.6426
660,4601.9297
661,4601.217
662,4600.5034
663,4599.7915
664,4599.079
665,4598.3677
666,4597.6567
667,4596.9453
668,4596.235
669,4595.525
670,4594.8145
671,4594.1055
672,4593.3965
673,4592.688
674,4591.979
675,4591.271
676,4590.563
677,4589.856
678,4589.1484
679,4588.4424
680,4587.7363
681,4587.0303
682,4586.3247
683,4585.6196
684,4584.914
685,4584.2095
686,4583.5054
687,4582.8022
688,4582.0986
689,4581.3955
690,4580.6924
691,4579.99
692,4579.2876
693,4578.586
694,4577.884
695,4577.183
696,4576.4824
697,4575.782
698,4575.082
699,4574.382
700,4573.6826
701,4572.9834
702,4572.2847
703,4571.586
704,4570.8877
705,4570.1904
706,4569.492
707,4568.796
708,4568.098
709,4567.402
710,4566.706
711,4566.01
712,4565.3135
713,4564.618
714,4563.924
715,4563.229
716,4562.5347
717,4561.841
718,4561.1475
719,4560.4536
720,4559.7603
721,4559.067
722,4558.375
723,4557.6826
724,4556.99
725,4556.299
726,4555.6074
727,4554.9165
728,4554.2256
729,4553.5356
730,4552.8457
731,4552.156
732,4551.467
733,4550.777
734,4550.088
735,4549.3994
736,4548.711
737,4548.0225
738,4547.335
739,4546.6484
740,4545.9604
741,4545.2734
742,4544.5864
743,4543.901
744,4543.2144
745,4542.5293
746,4541.8433
747,4541.158
748,4540.4736
749,4539.789
750,4539.104
751,4538.4204
752,4537.7373
753,4537.053
754,4536.37
755,4535.6875
756,4535.0044
757,4534.3228
758,4533.6396
759,4532.9585
760,4532.2764
761,4531.5947
762,4530.915
763,4530.2334
764,4529.553
765,4528.8726
766,4528.193
767,4527.5137
768,4526.8335
769,4526.155
770,4525.4766
771,4524.7974
772,4524.119
773,4523.441
774,4522.7637
775,4522.085
776,4521.408
777,4520.7314
778,4520.054
779,4519.3784
780,4518.7017
781,4518.026
782,4517.3506
783,4516.6743
784,4515.9995
785,4515.325
786,4514.65
787,4513.9756
788,4513.3013
789,4512.627
790,4511.953
791,4511.281
792,4510.607
793,4509.9336
794,4509.261
795,4508.5894
796,4507.9175
797,4507.2456
798,4506.5737
799,4505.9023
800,4505.2305
801,4504.5596
802,4503.8887
803,4503.2183
804,4502.548
805,4501.878
806,4501.209
807,4500.539
808,4499.87
809,4499.201
810,4498.532
811,4497.864
812,4497.1953
813,4496.5273
814,4495.86
815,4495.1924
816,4494.5244
817,4493.857
818,4493.1904
819,4492.524
820,4491.8574
821,4491.191
822,4490.525
823,4489.86
824,4489.1943
825,4488.529
826,4487.864
827,4487.1997
828,4486.535
829,4485.8706
830,4485.206
831,4484.5425
832,4483.8794
833,4483.216
834,4482.5522
835,4481.8887
836,4481.2266
837,4480.5635
838,4479.902
839,4479.2397
840,4478.5776
841,4477.916
842,4477.2544
843,4476.5933
844,4475.933
845,4475.272
846,4474.611
847,4473.951
848,4473.291
849,4472.6313
850,4471.9717
851,4471.3125
852,4470.6533
853,4469.9946
854,4469.335
855,4468.677
856,4468.0186
857,4467.36
858,4466.702
859,4466.045
860,4465.387
861,4464.7295
862,4464.0728
863,4463.416
864,4462.759
865,4462.1025
866,4461.447
867,4460.7905
868,4460.1353
869,4459.479
870,4458.824
871,4458.169
872,4457.5137
873,4456.859
874,4456.204
875,4455.55
876,4454.896
877,4454.242
878,4453.588
879,4452.9346
880,4452.2817
881,4451.629
882,4450.9756
883,4450.3228
884,4449.671
885,4449.0176
886,4448.3657
887,4447.714
888,4447.0625
889,4446.4106
890,4445.76
891,4445.1084
892,4444.4575
893,4443.807
894,4443.1567
895,4442.506
896,4441.8555
897,4441.2065
898,4440.5557
899,4439.9067
900,4439.2573
901,4438.6084
902,4437.96
903,4437.3105
904,4436.6616
905,4436.014
906,4435.366
907,4434.7183
908,4434.0703
909,4433.423
910,4432.7744
911,4432.1284
912,4431.481
913,4430.834
914,4430.1875
915,4429.5405
916,4428.8945
917,4428.249
918,4427.6025
919,4426.957
920,4426.312
921,4425.6665
922,4425.0215
923,4424.376
924,4423.7324
925,4423.0874
926,4422.443
927,4421.799
928,4421.1543
929,4420.511
930,4419.867
931,4419.224
932,4418.581
933,4417.937
934,4417.294
935,4416.652
936,4416.0093
937,4415.367
938,4414.7246
939,4414.0835
940,4413.441
941,4412.8
942,4412.158
943,4411.517
944,4410.8755
945,4410.235
946,4409.594
947,4408.954
948,4408.3135
949,4407.673
950,4407.033
951,4406.393
952,4405.754
953,4405.1143
954,4404.4746
955,4403.836
956,4403.197
957,4402.5576
958,4401.9194
959,4401.281
960,4400.6426
961,4400.0054
962,4399.3667
963,4398.729
964,4398.092
965,4397.455
966,4396.817
967,4396.18
968,4395.5435
969,4394.9067
970,4394.27
971,4393.634
972,4392.998
973,4392.362
974,4391.7256
975,4391.0903
976,4390.4546
977,4389.819
978,4389.1846
979,4388.549
980,4387.914
981,4387.2793
982,4386.645
983,4386.011
984,4385.377
985,4384.743
986,4384.109
987,4383.4756
988,4382.842
989,4382.209
990,4381.5757
991,4380.943
992,4380.31
993,4379.6772
994,4379.045
995,4378.412
996,4377.7803
997,4377.1484
998,4376.517
999,4375.8853
1000,4375.2534
1001,4374.6226
1002,4373.991
1003,4373.3604
1004,4372.729
1005,4372.0986
1006,4371.468
1007,4370.838
1008,4370.2075
1009,4369.5776
1010,4368.9478
1011,4368.318
1012,4367.688
1013,4367.059
1014,4366.4297
1015,4365.8013
1016,4365.172
1017,4364.5425
1018,4363.914
1019,4363.2856
1020,4362.6577
1021,4362.0293
1022,4361.402
1023,4360.774
1024,4360.1465
1025,4359.518
1026,4358.8916
1027,4358.2646
1028,4357.6367
1029,4357.0103
1030,4356.3833
1031,4355.7573
1032,4355.1304
1033,4354.5044
1034,4353.878
1035,4353.252
1036,4352.6265
1037,4352.0015
1038,4351.3755
1039,4350.75
1040,4350.125
1041,4349.5
1042,4348.8745
1043,4348.25
1044,4347.6255
1045,4347.0015
1046,4346.3774
1047,4345.7534
1048,4345.1294
1049,4344.5054
1050,4343.8823
1051,4343.2583
1052,4342.6353
1053,4342.0117
1054,4341.3887
1055,4340.765
1056,4340.1436
1057,4339.52
1058,4338.898
1059,4338.2754
1060,4337.654
1061,4337.0312
1062,4336.409
1063,4335.7876
1064,4335.1665
1065,4334.545
1066,4333.9233
1067,4333.3022
1068,4332.682
1069,4332.0605
1070,4331.44
1071,4330.8193
1072,4330.199
1073,4329.579
1074,4328.959
1075,4328.339
1076,4327.7188
1077,4327.0996
1078,4326.48
1079,4325.861
1080,4325.2417
1081,4324.622
1082,4324.003
1083,4323.384
1084,4322.765
1085,4322.1475
1086,4321.53
1087,4320.9106
1088,4320.293
1089,4319.6743
1090,4319.057
1091,4318.4395
1092,4317.8223
1093,4317.205
1094,4316.5874
1095,4315.97
1096,4315.3535
1097,4314.7363
1098,4314.12
1099,4313.5034
1100,4312.8867
1101,4312.271
1102,4311.6543
1103,4311.039
1104,4310.423
1105,4309.8076
1106,4309.192
1107,4308.576
1108,4307.961
1109,4307.3457
1110,4306.731
1111,4306.116
1112,4305.5015
1113,4304.887
1114,4304.2725
1115,4303.658
1116,4303.0444
1117,4302.4297
1118,4301.816
1119,4301.202
1120,4300.5884
1121,4299.9756
1122,4299.3623
1123,4298.7485
1124,4298.1353
1125,4297.5234
1126,4296.9097
1127,4296.2974
1128,4295.6855
1129,4295.0728
1130,4294.46
1131,4293.8486
1132,4293.2363
1133,4292.6245
1134,4292.0127
1135,4291.401
1136,4290.7896
1137,4290.178
1138,4289.5674
1139,4288.956
1140,4288.345
1141,4287.7344
1142,4287.124
1143,4286.513
1144,4285.903
1145,4285.293
1146,4284.683
1147,4284.0728
1148,4283.4624
1149,4282.853
1150,4282.243
1151,4281.634
1152,4281.025
1153,4280.416
1154,4279.806
1155,4279.1978
1156,4278.589
1157,4277.98
1158,4277.3716
1159,4276.7637
1160,4276.1553
1161,4275.5474
1162,4274.939
1163,4274.331
1164,4273.723
1165,4273.1157
1166,4272.508
1167,4271.9004
1168,4271.294
1169,4270.687
1170,4270.079
1171,4269.473
1172,4268.866
1173,4268.26
1174,4267.6533
1175,4267.0464
1176,4266.4404
1177,4265.835
1178,4265.228
1179,4264.6226
1180,4264.0166
1181,4263.411
1182,4262.8057
1183,4262.2
1184,4261.595
1185,4260.9897
1186,4260.3853
1187,4259.781
1188,4259.1763
1189,4258.5713
1190,4257.967
1191,4257.3623
1192,4256.7583
1193,4256.1543
1194,4255.5503
1195,4254.9463
1196,4254.343
1197,4253.739
1198,4253.1357
1199,4252.5327
1200,4251.9297
1201,4251.326
1202,4250.7236
1203,4250.1206
1204,4249.518
1205,4248.915
1206,4248.313
1207,4247.7104
1208,4247.1084
1209,4246.5063
1210,4245.9043
1211,4245.3022
1212,4244.7007
1213,4244.099
1214,4243.498
1215,4242.897
1216,4242.295
1217,4241.6943
1218,4241.093
1219,4240.492
1220,4239.8916
1221,4239.291
1222,4238.6904
1223,4238.0903
1224,4237.4897
1225,4236.889
1226,4236.2896
1227,4235.6904
1228,4235.0903
1229,4234.4907
1230,4233.8906
1231,4233.2915
1232,4232.693
1233,4232.0933
1234,4231.4937
1235,4230.895
1236,4230.296
1237,4229.6978
1238,4229.0996
1239,4228.5005
1240,4227.902
1241,4227.304
1242,4226.706
1243,4226.109
1244,4225.51
1245,4224.9126
1246,4224.3154
1247,4223.717
1248,4223.1206
1249,4222.5234
1250,4221.926
1251,4221.3286
1252,4220.7314
1253,4220.135
1254,4219.5386
1255,4218.942
1256,4218.3457
1257,4217.7485
1258,4217.153
1259,4216.556
1260,4215.9604
1261,4215.3647
1262,4214.7686
1263,4214.173
1264,4213.5776
1265,4212.9824
1266,4212.3867
1267,4211.7925
1268,4211.197
1269,4210.602
1270,4210.007
1271,4209.412
1272,4208.818
1273,4208.2236
1274,4207.629
1275,4207.0347
1276,4206.4404
1277,4205.8467
1278,4205.253
1279,4204.6587
1280,4204.0654
1281,4203.4717
1282,4202.878
1283,4202.2847
1284,4201.692
1285,4201.0986
1286,4200.5054
1287,4199.913
1288,4199.32
1289,4198.727
1290,4198.135
1291,4197.5425
1292,4196.9497
1293,4196.3574
1294,4195.765
1295,4195.174
1296,4194.582
1297,4193.99
1298,4193.3984
1299,4192.8066
1300,4192.216
1301,4191.624
1302,4191.033
1303,4190.442
1304,4189.8516
1305,4189.2603
1306,4188.6694
1307,4188.0786
1308,4187.4883
1309,4186.898
1310,4186.308
1311,4185.7173
1312,4185.127
1313,4184.5376
1314,4183.9473
1315,4183.358
1316,4182.7676
1317,4182.1787
1318,4181.589
1319,4181.0
1320,4180.4106
1321,4179.8213
1322,4179.2324
1323,4178.6436
1324,4178.054
1325,4177.467
1326,4176.8774
1327,4176.289
1328,4175.701
1329,4175.113
1330,4174.5244
1331,4173.936
1332,4173.3486
1333,4172.761
1334,4172.173
1335,4171.586
1336,4170.998
1337,4170.411
1338,4169.8237
1339,4169.237
1340,4168.6494
1341,4168.0625
1342,4167.476
1343,4166.889
1344,4166.3022
1345,4165.7163
1346,4165.1294
1347,4164.5435
1348,4163.957
1349,4163.371
1350,4162.7847
1351,4162.2
1352,4161.614
1353,4161.0283
1354,4160.4424
1355,4159.8574
1356,4159.2715
1357,4158.686
1358,4158.1016
1359,4157.517
1360,4156.931
1361,4156.3467
1362,4155.762
1363,4155.1772
1364,4154.593
1365,4154.009
1366,4153.4243
1367,4152.841
1368,4152.2554
1369,4151.6724
1370,4151.0884
1371,4150.5044
1372,4149.921
1373,4149.3374
1374,4148.7544
1375,4148.171
1376,4147.5874
1377,4147.005
1378,4146.421
1379,4145.839
1380,4145.2554
1381,4144.673
1382,4144.091
1383,4143.508
1384,4142.926
1385,4142.3433
1386,4141.761
1387,4141.179
1388,4140.597
1389,4140.015
1390,4139.434
1391,4138.8525
1392,4138.2705
1393,4137.689
1394,4137.1074
1395,4136.5264
1396,4135.9453
1397,4135.364
1398,4134.783
1399,4134.2026
1400,4133.622
1401,4133.0415
1402,4132.4604
1403,4131.88
1404,4131.3
1405,4130.719
1406,4130.1396
1407,4129.56
1408,4128.98
1409,4128.3994
1410,4127.8203
1411,4127.24
1412,4126.6606
1413,4126.0825
1414,4125.502
1415,4124.9233
1416,4124.344
1417,4123.765
1418,4123.186
1419,4122.6074
1420,4122.0283
1421,4121.45
1422,4120.8716
1423,4120.293
1424,4119.715
1425,4119.136
1426,4118.559
1427,4117.9814
1428,4117.403
1429,4116.825
1430,4116.2476
1431,4115.6694
1432,4115.0923
1433,4114.515
1434,4113.9375
1435,4113.36
1436,4112.783
1437,4112.206
1438,4111.6294
1439,4111.0527
1440,4110.4756
1441,4109.8994
1442,4109.3228
1443,4108.746
1444,4108.17
1445,4107.5933
1446,4107.018
1447,4106.4414
1448,4105.866
1449,4105.2896
1450,4104.7144
1451,4104.138
1452,4103.563
1453,4102.9883
1454,4102.4126
1455,4101.837
1456,4101.262
1457,4100.687
1458,4100.112
1459,4099.5366
1460,4098.962
1461,4098.388
1462,4097.8135
1463,4097.239
1464,4096.6646
1465,4096.091
1466,4095.5164
1467,4094.942
1468,4094.3682
1469,4093.7944
1470,4093.2205
1471,4092.647
1472,4092.073
1473,4091.4998
1474,4090.926
1475,4090.353
1476,4089.7798
1477,4089.207
1478,4088.634
1479,4088.061
1480,4087.4878
1481,4086.9155
1482,4086.343
1483,4085.7705
1484,4085.198
1485,4084.626
1486,4084.0535
1487,4083.482
1488,4082.909
1489,4082.338
1490,4081.7656
1491,4081.1938
1492,4080.6223
1493,4080.0508
1494,4079.4795
1495,4078.9084
1496,4078.3372
1497,4077.7656
1498,4077.1948
1499,4076.6235
1500,4076.0525
1501,4075.4817
1502,4074.9111
1503,4074.3406
1504,4073.77
1505,4073.2
1506,4072.6292
1507,4072.0593
1508,4071.4888
1509,4070.9187
1510,4070.3489
1511,4069.7788
1512,4069.2095
1513,4068.6396
1514,4068.0706
1515,4067.5002
1516,4066.931
1517,4066.3618
1518,4065.793
1519,4065.2239
1520,4064.6548
1521,4064.0857
1522,4063.5166
1523,4062.9482
1524,4062.3794
1525,4061.811
1526,4061.2424
1527,4060.6743
1528,4060.1062
1529,4059.538
1530,4058.9697
1531,4058.4014
1532,4057.834
1533,4057.2664
1534,4056.699
1535,4056.1306
1536,4055.5627
1537,4054.9958
1538,4054.4285
1539,4053.8616
1540,4053.2947
1541,4052.7278
1542,4052.1602
1543,4051.593
1544,4051.0269
1545,4050.4597
1546,4049.8928
1547,4049.3267
1548,4048.7607
1549,4048.1943
1550,4047.6282
1551,4047.0615
1552,4046.4956
1553,4045.93
1554,4045.3643
1555,4044.7983
1556,4044.232
1557,4043.6663
1558,4043.101
1559,4042.5356
1560,4041.9702
1561,4041.4055
1562,4040.8406
1563,4040.2754
1564,4039.71
1565,4039.1458
1566,4038.5806
1567,4038.0159
1568,4037.4514
1569,4036.8867
1570,4036.3225
1571,4035.758
1572,4035.1938
1573,4034.63
1574,4034.066
1575,4033.5017
1576,4032.9375
1577,4032.3743
1578,4031.81
1579,4031.2466
1580,4030.683
1581,4030.1199
1582,4029.5566
1583,4028.9932
1584,4028.4302
1585,4027.867
1586,4027.3042
1587,4026.7417
1588,4026.1785
1589,4025.6157
1590,4025.0532
1591,4024.491
1592,4023.9285
1593,4023.366
1594,4022.8035
1595,4022.2412
1596,4021.6792
1597,4021.1177
1598,4020.5552
1599,4019.9934
1600,4019.432
1601,4018.8706
1602,4018.309
1603,4017.7473
1604,4017.186
1605,4016.625
1606,4016.0635
1607,4015.5027
1608,4014.9414
1609,4014.3806
1610,4013.82
1611,4013.2588
1612,4012.6987
1613,4012.138
1614,4011.5771
1615,4011.0166
1616,4010.4563
1617,4009.897
1618,4009.3354
1619,4008.7761
1620,4008.216
1621,4007.6565
1622,4007.0972
1623,4006.5376
1624,4005.9778
1625,4005.418
1626,4004.8586
1627,4004.299
1628,4003.74
1629,4003.1802
1630,4002.6218
1631,4002.0627
1632,4001.5034
1633,4000.945
1634,4000.3862
1635,3999.8271
1636,3999.269
1637,3998.7104
1638,3998.152
1639,3997.5938
1640,3997.0354
1641,3996.477
1642,3995.9194
1643,3995.3616
1644,3994.8035
1645,3994.2458
1646,3993.6877
1647,3993.1306
1648,3992.573
1649,3992.0156
1650,3991.458
1651,3990.9011
1652,3990.3435
1653,3989.7861
1654,3989.2295
1655,3988.6726
1656,3988.1157
1657,3987.5593
1658,3987.0027
1659,3986.4463
1660,3985.8892
1661,3985.333
1662,3984.777
1663,3984.2205
1664,3983.6643
1665,3983.1077
1666,3982.552
1667,3981.9966
1668,3981.441
1669,3980.8843
1670,3980.329
1671,3979.7737
1672,3979.218
1673,3978.6626
1674,3978.1077
1675,3977.5525
1676,3976.9973
1677,3976.4417
1678,3975.8872
1679,3975.3325
1680,3974.7773
1681,3974.223
1682,3973.668
1683,3973.1138
1684,3972.559
1685,3972.005
1686,3971.4507
1687,3970.8965
1688,3970.3428
1689,3969.7878
1690,3969.2341
1691,3968.6807
1692,3968.1267
1693,3967.5732
1694,3967.0195
1695,3966.4653
1696,3965.912
1697,3965.3591
1698,3964.8057
1699,3964.2524
1700,3963.6992
1701,3963.1462
1702,3962.5935
1703,3962.041
1704,3961.4875
1705,3960.9353
1706,3960.3823
1707,3959.8298
1708,3959.2778
1709,3958.725
1710,3958.1729
1711,3957.6206
1712,3957.0688
1713,3956.5166
1714,3955.9646
1715,3955.4126
1716,3954.861
1717,3954.3093
1718,3953.758
1719,3953.2065
1720,3952.6548
1721,3952.1035
1722,3951.5525
1723,3951.001
1724,3950.45
1725,3949.8987
1726,3949.3477
1727,3948.7966
1728,3948.2466
1729,3947.695
1730,3947.1448
1731,3946.5945
1732,3946.0442
1733,3945.4937
1734,3944.9434
1735,3944.393
1736,3943.843
1737,3943.2927
1738,3942.7432
1739,3942.1926
1740,3941.6433
1741,3941.094
1742,3940.5437
1743,3939.9941
1744,3939.4448
1745,3938.8955
1746,3938.3462
1747,3937.7969
1748,3937.2478
1749,3936.6987
1750,3936.15
1751,3935.601
1752,3935.052
