,0
632,22728.164
633,22716.02
634,22703.88
635,22691.746
636,22679.615
637,22667.496
638,22655.38
639,22643.271
640,22631.17
641,22619.07
642,22606.98
643,22594.896
644,22582.816
645,22570.744
646,22558.68
647,22546.621
648,22534.564
649,22522.518
650,22510.479
651,22498.441
652,22486.412
653,22474.389
654,22462.373
655,22450.361
656,22438.357
657,22426.361
658,22414.367
659,22402.38
660,22390.402
661,22378.428
662,22366.459
663,22354.498
664,22342.545
665,22330.594
666,22318.652
667,22306.715
668,22294.781
669,22282.855
670,22270.938
671,22259.027
672,22247.117
673,22235.217
674,22223.32
675,22211.432
676,22199.55
677,22187.674
678,22175.803
679,22163.94
680,22152.08
681,22140.229
682,22128.379
683,22116.541
684,22104.705
685,22092.879
686,22081.055
687,22069.238
688,22057.43
689,22045.623
690,22033.824
691,22022.033
692,22010.248
693,21998.467
694,21986.695
695,21974.924
696,21963.164
697,21951.406
698,21939.66
699,21927.93
700,21916.232
701,21904.64
702,21893.322
703,21883.146
704,21872.91
705,21864.766
706,21846.137
707,21837.771
708,21832.611
709,21811.488
710,21816.48
711,21797.814
712,21790.135
713,21764.928
714,21766.873
715,21745.584
716,21741.268
717,21718.05
718,21719.123
719,21694.488
720,21690.469
721,21675.188
722,21662.082
723,21652.885
724,21637.482
725,21629.785
726,21613.904
727,21605.137
728,21591.559
729,21580.074
730,21569.773
731,21555.65
732,21546.479
733,21532.893
734,21522.186
735,21510.816
736,21498.072
737,21487.943
738,21475.053
739,21464.316
740,21452.598
741,21440.635
742,21429.838
743,21417.537
744,21406.637
745,21394.842
746,21383.299
747,21372.104
748,21360.219
749,21349.146
750,21337.402
751,21326.06
752,21314.656
753,21303.059
754,21291.846
755,21280.203
756,21268.941
757,21257.451
758,21246.041
759,21234.715
760,21223.205
761,21211.938
762,21200.455
763,21189.146
764,21177.758
765,21166.375
766,21155.068
767,21143.656
768,21132.37
769,21120.982
770,21109.684
771,21098.344
772,21087.02
773,21075.725
774,21064.387
775,21053.113
776,21041.79
777,21030.521
778,21019.22
779,21007.947
780,20996.672
781,20985.402
782,20974.15
783,20962.88
784,20951.643
785,20940.385
786,20929.152
787,20917.916
788,20906.693
789,20895.469
790,20884.25
791,20873.045
792,20861.836
793,20850.637
794,20839.445
795,20828.26
796,20817.072
797,20805.898
798,20794.725
799,20783.564
800,20772.402
801,20761.252
802,20750.1
803,20738.96
804,20727.824
805,20716.69
806,20705.568
807,20694.445
808,20683.332
809,20672.225
810,20661.12
811,20650.025
812,20638.932
813,20627.848
814,20616.77
815,20605.691
816,20594.623
817,20583.562
818,20572.502
819,20561.45
820,20550.406
821,20539.363
822,20528.328
823,20517.297
824,20506.271
825,20495.256
826,20484.242
827,20473.236
828,20462.232
829,20451.238
830,20440.246
831,20429.262
832,20418.283
833,20407.31
834,20396.34
835,20385.377
836,20374.42
837,20363.469
838,20352.521
839,20341.584
840,20330.648
841,20319.719
842,20308.793
843,20297.875
844,20286.963
845,20276.057
846,20265.154
847,20254.262
848,20243.37
849,20232.482
850,20221.604
851,20210.729
852,20199.861
853,20188.998
854,20178.139
855,20167.29
856,20156.441
857,20145.604
858,20134.768
859,20123.936
860,20113.113
861,20102.293
862,20091.479
863,20080.674
864,20069.871
865,20059.074
866,20048.281
867,20037.496
868,20026.717
869,20015.943
870,20005.172
871,19994.408
872,19983.65
873,19972.895
874,19962.15
875,19951.406
876,19940.668
877,19929.938
878,19919.213
879,19908.492
880,19897.78
881,19887.07
882,19876.363
883,19865.664
884,19854.97
885,19844.285
886,19833.602
887,19822.926
888,19812.256
889,19801.588
890,19790.928
891,19780.271
892,19769.623
893,19758.979
894,19748.34
895,19737.709
896,19727.08
897,19716.457
898,19705.84
899,19695.229
900,19684.62
901,19674.021
902,19663.426
903,19652.834
904,19642.252
905,19631.67
906,19621.098
907,19610.53
908,19599.965
909,19589.406
910,19578.855
911,19568.31
912,19557.766
913,19547.229
914,19536.7
915,19526.17
916,19515.654
917,19505.137
918,19494.627
919,19484.123
920,19473.627
921,19463.133
922,19452.646
923,19442.162
924,19431.684
925,19421.21
926,19410.746
927,19400.285
928,19389.828
929,19379.38
930,19368.932
931,19358.492
932,19348.057
933,19337.627
934,19327.203
935,19316.785
936,19306.37
937,19295.96
938,19285.56
939,19275.162
940,19264.77
941,19254.383
942,19244.0
943,19233.625
944,19223.256
945,19212.889
946,19202.527
947,19192.174
948,19181.822
949,19171.479
950,19161.14
951,19150.803
952,19140.475
953,19130.152
954,19119.834
955,19109.521
956,19099.215
957,19088.912
958,19078.613
959,19068.322
960,19058.035
961,19047.756
962,19037.48
963,19027.209
964,19016.943
965,19006.682
966,18996.426
967,18986.176
968,18975.934
969,18965.693
970,18955.459
971,18945.229
972,18935.006
973,18924.787
974,18914.574
975,18904.367
976,18894.166
977,18883.967
978,18873.775
979,18863.588
980,18853.406
981,18843.229
982,18833.055
983,18822.893
984,18812.73
985,18802.572
986,18792.422
987,18782.277
988,18772.139
989,18762.002
990,18751.873
991,18741.748
992,18731.629
993,18721.516
994,18711.406
995,18701.3
996,18691.205
997,18681.11
998,18671.021
999,18660.938
1000,18650.857
1001,18640.79
1002,18630.72
1003,18620.656
1004,18610.6
1005,18600.549
1006,18590.502
1007,18580.457
1008,18570.424
1009,18560.39
1010,18550.363
1011,18540.342
1012,18530.328
1013,18520.316
1014,18510.31
1015,18500.31
1016,18490.312
1017,18480.324
1018,18470.334
1019,18460.357
1020,18450.383
1021,18440.412
1022,18430.447
1023,18420.488
1024,18410.533
1025,18400.584
1026,18390.643
1027,18380.705
1028,18370.771
1029,18360.848
1030,18350.94
1031,18341.074
1032,18331.324
1033,18321.95
1034,18313.45
1035,18308.09
1036,18301.08
1037,18295.758
1038,18273.006
1039,18265.084
1040,18264.852
1041,18243.594
1042,18235.639
1043,18232.877
1044,18212.752
1045,18209.965
1046,18202.377
1047,18183.963
1048,18186.318
1049,18167.852
1050,18158.768
1051,18150.697
1052,18134.268
1053,18130.059
1054,18114.459
1055,18110.018
1056,18095.748
1057,18088.277
1058,18076.387
1059,18067.355
1060,18057.45
1061,18047.133
1062,18037.95
1063,18026.94
1064,18018.344
1065,18007.309
1066,17998.762
1067,17987.637
1068,17979.027
1069,17968.166
1070,17959.445
1071,17948.715
1072,17939.787
1073,17929.303
1074,17920.256
1075,17909.94
1076,17900.709
1077,17890.57
1078,17881.24
1079,17871.244
1080,17861.793
1081,17851.916
1082,17842.39
1083,17832.62
1084,17823.021
1085,17813.328
1086,17803.682
1087,17794.055
1088,17784.38
1089,17774.8
1090,17765.105
1091,17755.555
1092,17745.863
1093,17736.33
1094,17726.645
1095,17717.12
1096,17707.453
1097,17697.928
1098,17688.285
1099,17678.756
1100,17669.143
1101,17659.598
1102,17650.02
1103,17640.469
1104,17630.916
1105,17621.357
1106,17611.824
1107,17602.271
1108,17592.756
1109,17583.209
1110,17573.703
1111,17564.17
1112,17554.666
1113,17545.15
1114,17535.652
1115,17526.15
1116,17516.656
1117,17507.17
1118,17497.68
1119,17488.209
1120,17478.727
1121,17469.266
1122,17459.797
1123,17450.342
1124,17440.887
1125,17431.436
1126,17421.992
1127,17412.55
1128,17403.121
1129,17393.69
1130,17384.262
1131,17374.844
1132,17365.43
1133,17356.021
1134,17346.613
1135,17337.215
1136,17327.82
1137,17318.43
1138,17309.045
1139,17299.662
1140,17290.29
1141,17280.916
1142,17271.55
1143,17262.191
1144,17252.832
1145,17243.482
1146,17234.135
1147,17224.795
1148,17215.455
1149,17206.123
1150,17196.797
1151,17187.473
1152,17178.156
1153,17168.844
1154,17159.535
1155,17150.234
1156,17140.936
1157,17131.643
1158,17122.35
1159,17113.066
1160,17103.785
1161,17094.512
1162,17085.242
1163,17075.975
1164,17066.715
1165,17057.459
1166,17048.209
1167,17038.959
1168,17029.717
1169,17020.479
1170,17011.242
1171,17002.014
1172,16992.79
1173,16983.564
1174,16974.348
1175,16965.137
1176,16955.924
1177,16946.715
1178,16937.512
1179,16928.31
1180,16919.113
1181,16909.916
1182,16900.723
1183,16891.53
1184,16882.336
1185,16873.146
1186,16863.957
1187,16854.768
1188,16845.574
1189,16836.375
1190,16827.168
1191,16817.955
1192,16808.723
1193,16799.486
1194,16790.23
1195,16780.947
1196,16771.625
1197,16762.258
1198,16752.834
1199,16743.332
1200,16733.746
1201,16724.07
1202,16714.262
1203,16704.252
1204,16693.998
1205,16683.441
1206,16672.58
1207,16661.305
1208,16649.492
1209,16636.994
1210,16623.818
1211,16610.16
1212,16595.908
1213,16581.264
1214,16565.895
1215,16555.236
1216,16541.127
1217,16529.227
1218,16519.977
1219,16510.248
1220,16500.555
1221,16491.89
1222,16483.117
1223,16474.936
1224,16465.781
1225,16456.78
1226,16448.05
1227,16438.752
1228,16429.592
1229,16419.914
1230,16410.275
1231,16400.85
1232,16391.3
1233,16381.797
1234,16372.132
1235,16362.804
1236,16353.517
1237,16344.063
1238,16334.845
1239,16325.624
1240,16316.5
1241,16307.307
1242,16298.157
1243,16289.147
1244,16279.973
1245,16270.852
1246,16261.813
1247,16252.655
1248,16243.536
1249,16234.44
1250,16225.302
1251,16216.162
1252,16207.035
1253,16197.908
1254,16188.7705
1255,16179.65
1256,16170.546
1257,16161.431
1258,16152.332
1259,16143.254
1260,16134.171
1261,16125.107
1262,16116.056
1263,16107.004
1264,16097.968
1265,16088.932
1266,16079.9
1267,16070.882
1268,16061.858
1269,16052.84
1270,16043.835
1271,16034.819
1272,16025.812
1273,16016.813
1274,16007.815
1275,15998.821
1276,15989.833
1277,15980.848
1278,15971.874
1279,15962.9
1280,15953.932
1281,15944.973
1282,15936.016
1283,15927.065
1284,15918.119
1285,15909.179
1286,15900.243
1287,15891.313
1288,15882.386
1289,15873.461
1290,15864.546
1291,15855.632
1292,15846.723
1293,15837.819
1294,15828.92
1295,15820.025
1296,15811.134
1297,15802.249
1298,15793.369
1299,15784.491
1300,15775.619
1301,15766.753
1302,15757.889
1303,15749.032
1304,15740.182
1305,15731.333
1306,15722.49
1307,15713.651
1308,15704.816
1309,15695.987
1310,15687.164
1311,15678.346
1312,15669.533
1313,15660.732
1314,15651.947
1315,15643.2
1316,15634.54
1317,15626.06
1318,15618.134
1319,15611.043
1320,15606.812
1321,15600.643
1322,15595.376
1323,15576.804
1324,15564.148
1325,15559.31
1326,15552.951
1327,15542.513
1328,15529.718
1329,15523.154
1330,15517.302
1331,15504.408
1332,15495.069
1333,15488.9
1334,15478.035
1335,15468.52
1336,15461.858
1337,15451.499
1338,15442.49
1339,15434.895
1340,15425.225
1341,15416.33
1342,15408.417
1343,15399.164
1344,15390.221
1345,15382.013
1346,15373.114
1347,15364.135
1348,15355.749
1349,15347.158
1350,15338.147
1351,15329.652
1352,15321.187
1353,15312.249
1354,15303.658
1355,15295.185
1356,15286.414
1357,15277.763
1358,15269.241
1359,15260.624
1360,15251.927
1361,15243.375
1362,15234.842
1363,15226.142
1364,15217.571
1365,15209.057
1366,15200.421
1367,15191.829
1368,15183.296
1369,15174.743
1370,15166.143
1371,15157.582
1372,15149.073
1373,15140.509
1374,15131.946
1375,15123.42
1376,15114.902
1377,15106.366
1378,15097.819
1379,15089.313
1380,15080.812
1381,15072.292
1382,15063.776
1383,15055.276
1384,15046.79
1385,15038.296
1386,15029.802
1387,15021.313
1388,15012.842
1389,15004.369
1390,14995.895
1391,14987.424
1392,14978.964
1393,14970.51
1394,14962.059
1395,14953.605
1396,14945.161
1397,14936.723
1398,14928.289
1399,14919.858
1400,14911.429
1401,14903.006
1402,14894.588
1403,14886.175
1404,14877.767
1405,14869.364
1406,14860.96
1407,14852.563
1408,14844.172
1409,14835.785
1410,14827.4
1411,14819.022
1412,14810.65
1413,14802.28
1414,14793.914
1415,14785.552
1416,14777.196
1417,14768.843
1418,14760.493
1419,14752.15
1420,14743.812
1421,14735.475
1422,14727.145
1423,14718.816
1424,14710.494
1425,14702.177
1426,14693.864
1427,14685.553
1428,14677.25
1429,14668.955
1430,14660.661
1431,14652.378
1432,14644.107
1433,14635.859
1434,14627.665
1435,14619.575
1436,14611.7705
1437,14604.441
1438,14598.677
1439,14593.56
1440,14592.007
1441,14579.92
1442,14566.779
1443,14553.557
1444,14546.595
1445,14542.72
1446,14532.579
1447,14520.96
1448,14512.775
1449,14506.56
1450,14498.7295
1451,14487.925
1452,14480.218
1453,14474.039
1454,14464.349
1455,14454.872
1456,14447.678
1457,14440.036
1458,14430.737
1459,14422.2295
1460,14414.828
1461,14406.641
1462,14397.661
1463,14389.818
1464,14382.103
1465,14373.339
1466,14365.121
1467,14357.417
1468,14349.111
1469,14340.626
1470,14332.728
1471,14324.743
1472,14316.366
1473,14308.194
1474,14300.2705
1475,14292.15
1476,14283.846
1477,14275.83
1478,14267.842
1479,14259.643
1480,14251.483
1481,14243.496
1482,14235.444
1483,14227.28
1484,14219.205
1485,14211.201
1486,14203.143
1487,14195.023
1488,14186.982
1489,14178.98
1490,14170.927
1491,14162.846
1492,14154.818
1493,14146.819
1494,14138.79
1495,14130.743
1496,14122.724
1497,14114.73
1498,14106.725
1499,14098.704
1500,14090.696
1501,14082.711
1502,14074.727
1503,14066.736
1504,14058.74
1505,14050.761
1506,14042.796
1507,14034.829
1508,14026.855
1509,14018.889
1510,14010.931
1511,14002.98
1512,13995.035
1513,13987.088
1514,13979.141
1515,13971.203
1516,13963.2705
1517,13955.346
1518,13947.422
1519,13939.501
1520,13931.582
1521,13923.67
1522,13915.763
1523,13907.861
1524,13899.963
1525,13892.066
1526,13884.175
1527,13876.286
1528,13868.402
1529,13860.522
1530,13852.651
1531,13844.779
1532,13836.915
1533,13829.053
1534,13821.197
1535,13813.339
1536,13805.49
1537,13797.645
1538,13789.803
1539,13781.967
1540,13774.135
1541,13766.306
1542,13758.4795
1543,13750.658
1544,13742.843
1545,13735.029
1546,13727.223
1547,13719.418
1548,13711.616
1549,13703.822
1550,13696.03
1551,13688.244
1552,13680.463
1553,13672.688
1554,13664.924
1555,13657.175
1556,13649.46
1557,13641.816
1558,13634.333
1559,13627.297
1560,13620.978
1561,13617.083
1562,13613.309
1563,13613.177
1564,13597.723
1565,13582.514
1566,13572.25
1567,13568.143
1568,13564.525
1569,13551.619
1570,13541.45
1571,13537.071
1572,13530.02
1573,13519.429
1574,13510.703
1575,13505.924
1576,13498.427
1577,13487.927
1578,13481.095
1579,13475.339
1580,13464.892
1581,13457.494
1582,13451.223
1583,13441.982
1584,13434.033
1585,13427.556
1586,13419.071
1587,13410.929
1588,13404.263
1589,13395.9795
1590,13388.057
1591,13380.953
1592,13373.059
1593,13365.099
1594,13357.855
1595,13350.158
1596,13342.254
1597,13334.932
1598,13327.272
1599,13319.503
1600,13312.026
1601,13304.494
1602,13296.739
1603,13289.218
1604,13281.717
1605,13274.033
1606,13266.48
1607,13258.982
1608,13251.378
1609,13243.779
1610,13236.309
1611,13228.734
1612,13221.15
1613,13213.6455
1614,13206.132
1615,13198.557
1616,13191.04
1617,13183.547
1618,13176.007
1619,13168.482
1620,13160.994
1621,13153.49
1622,13145.968
1623,13138.482
1624,13130.997
1625,13123.501
1626,13116.009
1627,13108.542
1628,13101.063
1629,13093.586
1630,13086.115
1631,13078.66
1632,13071.197
1633,13063.736
1634,13056.285
1635,13048.843
1636,13041.3955
1637,13033.954
1638,13026.518
1639,13019.088
1640,13011.661
1641,13004.233
1642,12996.8125
1643,12989.4
1644,12981.989
1645,12974.578
1646,12967.172
1647,12959.773
1648,12952.379
1649,12944.987
1650,12937.598
1651,12930.215
1652,12922.838
1653,12915.46
1654,12908.088
1655,12900.718
1656,12893.355
1657,12885.993
1658,12878.639
1659,12871.287
1660,12863.9375
1661,12856.592
1662,12849.254
1663,12841.92
1664,12834.585
1665,12827.256
1666,12819.932
1667,12812.609
1668,12805.295
1669,12797.982
1670,12790.674
1671,12783.369
1672,12776.069
1673,12768.773
1674,12761.4795
1675,12754.19
1676,12746.905
1677,12739.626
1678,12732.349
1679,12725.075
1680,12717.806
1681,12710.539
1682,12703.277
1683,12696.022
1684,12688.768
1685,12681.52
1686,12674.272
1687,12667.03
1688,12659.795
1689,12652.559
1690,12645.329
1691,12638.105
1692,12630.882
1693,12623.664
1694,12616.45
1695,12609.237
1696,12602.033
1697,12594.83
1698,12587.634
1699,12580.438
1700,12573.247
1701,12566.06
1702,12558.878
1703,12551.7
1704,12544.523
1705,12537.355
1706,12530.188
1707,12523.033
1708,12515.886
1709,12508.753
1710,12501.651
1711,12494.6045
1712,12487.6875
1713,12481.003
1714,12474.978
1715,12469.674
1716,12466.968
1717,12462.72
1718,12460.099
1719,12445.586
1720,12432.2
1721,12423.398
1722,12419.723
1723,12416.204
1724,12404.958
1725,12394.944
1726,12389.914
1727,12384.517
1728,12375.685
1729,12366.5
1730,12361.467
1731,12355.749
1732,12346.2295
1733,12338.7
1734,12333.7295
1735,12325.431
1736,12317.2705
1737,12311.138
1738,12304.461
1739,12296.198
1740,12289.292
1741,12282.785
1742,12275.353
1743,12267.895
1744,12261.457
1745,12254.31
1746,12246.848
1747,12240.145
1748,12233.29
1749,12225.879
1750,12218.977
1751,12212.234
1752,12204.934
1753,12197.914
1754,12191.132
1755,12184.043
1756,12176.911
1757,12170.1
1758,12163.109
1759,12156.027
1760,12149.112
1761,12142.227
1762,12135.174
1763,12128.214
1764,12121.339
1765,12114.369
1766,12107.378
1767,12100.489
1768,12093.578
1769,12086.6
1770,12079.679
1771,12072.795
1772,12065.862
1773,12058.924
1774,12052.04
1775,12045.145
1776,12038.224
1777,12031.322
1778,12024.45
1779,12017.557
1780,12010.66
1781,12003.782
1782,11996.917
1783,11990.035
1784,11983.16
1785,11976.299
1786,11969.444
1787,11962.579
1788,11955.723
1789,11948.876
1790,11942.035
1791,11935.187
1792,11928.346
1793,11921.516
1794,11914.685
1795,11907.8545
1796,11901.027
1797,11894.211
1798,11887.395
1799,11880.58
1800,11873.772
1801,11866.968
1802,11860.17
1803,11853.371
1804,11846.576
1805,11839.786
1806,11833.003
1807,11826.22
1808,11819.44
1809,11812.667
1810,11805.893
1811,11799.128
1812,11792.364
1813,11785.605
1814,11778.848
1815,11772.095
1816,11765.346
1817,11758.6
1818,11751.859
1819,11745.121
1820,11738.386
1821,11731.658
1822,11724.932
1823,11718.208
1824,11711.49
1825,11704.775
1826,11698.0625
1827,11691.3545
1828,11684.65
1829,11677.95
1830,11671.253
1831,11664.56
1832,11657.869
1833,11651.184
1834,11644.503
1835,11637.823
1836,11631.147
1837,11624.478
1838,11617.809
1839,11611.146
1840,11604.484
1841,11597.829
1842,11591.174
1843,11584.525
1844,11577.879
1845,11571.235
1846,11564.597
1847,11557.963
1848,11551.331
1849,11544.705
1850,11538.078
1851,11531.458
1852,11524.84
1853,11518.228
1854,11511.618
1855,11505.011
1856,11498.406
1857,11491.808
1858,11485.211
1859,11478.618
1860,11472.029
1861,11465.444
1862,11458.86
1863,11452.282
1864,11445.707
1865,11439.136
1866,11432.566
1867,11425.999
1868,11419.438
1869,11412.878
1870,11406.322
