,0,1
0,0.1998002,12.379359
1,0.3996004,12.802891
2,0.5994006,13.205225
3,0.7992008,13.587225
4,0.999001,13.952452
5,1.1988012,14.305925
6,1.3986014,14.652988
7,1.5984015,14.998606
8,1.7982018,15.346907
9,1.998002,15.700989
10,2.1978023,16.062843
11,2.3976023,16.433386
12,2.5974026,16.812637
13,2.7972028,17.199959
14,2.997003,17.594374
15,3.196803,17.994877
16,3.3966033,18.400679
17,3.5964036,18.811314
18,3.7962039,19.226759
19,3.996004,19.647356
20,4.195804,20.07378
21,4.3956046,20.506939
22,4.5954046,20.947823
23,4.7952046,21.397491
24,4.995005,21.856916
25,5.194805,22.326962
26,5.394605,22.808338
27,5.5944057,23.301512
28,5.7942057,23.806755
29,5.994006,24.324055
30,6.193806,24.853188
31,6.393606,25.393656
32,6.5934067,25.9447
33,6.7932067,26.50537
34,6.993007,27.07449
35,7.192807,27.65067
36,7.392607,28.232412
37,7.5924077,28.818079
38,7.7922077,29.40592
39,7.992008,29.994226
40,8.191808,30.581203
41,8.391608,31.165152
42,8.591409,31.744429
43,8.791209,32.31751
44,8.991009,32.882984
45,9.190809,33.43964
46,9.39061,33.98641
47,9.590409,34.522415
48,9.79021,35.046974
49,9.99001,35.55959
50,10.18981,36.05994
51,10.38961,36.547855
52,10.589411,37.02337
53,10.78921,37.486584
54,10.989011,37.937805
55,11.188811,38.377365
56,11.388612,38.805733
57,11.588411,39.223442
58,11.788212,39.631077
59,11.988012,40.029266
60,12.187812,40.418674
61,12.387612,40.799976
62,12.587413,41.17387
63,12.787212,41.54105
64,12.987013,41.90222
65,13.186813,42.25808
66,13.386614,42.609295
67,13.586413,42.95653
68,13.786214,43.300457
69,13.986014,43.641705
70,14.185814,43.980892
71,14.385614,44.318638
72,14.585415,44.65554
73,14.785214,44.99216
74,14.985015,45.32907
75,15.184815,45.666824
76,15.384615,46.005947
77,15.584415,46.34696
78,15.784216,46.690365
79,15.984016,47.036648
80,16.183817,47.386276
81,16.383615,47.739708
82,16.583416,48.097374
83,16.783216,48.45966
84,16.983017,48.826965
85,17.182817,49.199635
86,17.382618,49.577984
87,17.582418,49.9623
88,17.782217,50.352825
89,17.982018,50.749767
90,18.181818,51.15327
91,18.381618,51.56346
92,18.581419,51.980396
93,18.78122,52.40408
94,18.981018,52.83446
95,19.180819,53.27146
96,19.38062,53.714916
97,19.58042,54.164623
98,19.78022,54.620323
99,19.98002,55.081715
100,20.179821,55.54844
101,20.37962,56.0201
102,20.57942,56.496284
103,20.77922,56.976513
104,20.979021,57.460308
105,21.178822,57.947147
106,21.378622,58.43651
107,21.57842,58.927868
108,21.778221,59.42067
109,21.978022,59.914413
110,22.177822,60.40855
111,22.377623,60.902607
112,22.577423,61.396076
113,22.777224,61.8885
114,22.977022,62.37946
115,23.176823,62.868557
116,23.376623,63.355434
117,23.576424,63.83976
118,23.776224,64.32125
119,23.976025,64.79965
120,24.175825,65.27475
121,24.375624,65.74637
122,24.575424,66.214386
123,24.775225,66.678696
124,24.975025,67.13923
125,25.174826,67.59594
126,25.374626,68.04885
127,25.574425,68.497955
128,25.774225,68.94333
129,25.974026,69.38505
130,26.173826,69.82318
131,26.373627,70.257866
132,26.573427,70.689224
133,26.773228,71.11739
134,26.973026,71.54254
135,27.172827,71.96486
136,27.372627,72.38449
137,27.572428,72.80165
138,27.772228,73.216515
139,27.972029,73.629295
140,28.171827,74.04018
141,28.371628,74.44937
142,28.571428,74.85708
143,28.771229,75.263504
144,28.97103,75.668846
145,29.17083,76.073296
146,29.37063,76.47705
147,29.570429,76.88029
148,29.77023,77.28321
149,29.97003,77.685974
150,30.16983,78.08874
151,30.36963,78.49168
152,30.569431,78.89492
153,30.76923,79.2986
154,30.96903,79.70284
155,31.16883,80.107765
156,31.368631,80.51344
157,31.568432,80.91995
158,31.768232,81.327385
159,31.968033,81.735756
160,32.16783,82.14509
161,32.367634,82.55543
162,32.567432,82.966736
163,32.76723,83.379
164,32.967033,83.79218
165,33.166832,84.206215
166,33.366634,84.62103
167,33.566433,85.03652
168,33.766235,85.45259
169,33.966034,85.86911
170,34.165833,86.28595
171,34.365635,86.70298
172,34.565434,87.12001
173,34.765236,87.53691
174,34.965034,87.9535
175,35.164837,88.36962
176,35.364635,88.78508
177,35.564434,89.19973
178,35.764236,89.61341
179,35.964035,90.02595
180,36.163837,90.43719
181,36.363636,90.84701
182,36.56344,91.255264
183,36.763237,91.66183
184,36.963036,92.06661
185,37.162838,92.46954
186,37.362637,92.87051
187,37.56244,93.26948
188,37.762238,93.66638
189,37.962036,94.06122
190,38.16184,94.45397
191,38.361637,94.84464
192,38.56144,95.23325
193,38.76124,95.61982
194,38.96104,96.004395
195,39.16084,96.38703
196,39.360638,96.7678
197,39.56044,97.14678
198,39.76024,97.52405
199,39.96004,97.89968
200,40.15984,98.273796
201,40.359642,98.64646
202,40.55944,99.0178
203,40.75924,99.387886
204,40.95904,99.75687
205,41.15884,100.124794
206,41.358643,100.49178
207,41.55844,100.85793
208,41.758244,101.223335
209,41.958042,101.58805
210,42.15784,101.95218
211,42.357643,102.31578
212,42.55744,102.67893
213,42.757244,103.04167
214,42.957043,103.40406
215,43.15684,103.76612
216,43.356644,104.127914
217,43.556442,104.489426
218,43.756245,104.8507
219,43.956043,105.21172
220,44.155846,105.572495
221,44.355644,105.93299
222,44.555443,106.293205
223,44.755245,106.65313
224,44.955044,107.012695
225,45.154846,107.37188
226,45.354645,107.73064
227,45.554447,108.08894
228,45.754246,108.44671
229,45.954044,108.8039
230,46.153847,109.160484
231,46.353645,109.51638
232,46.553448,109.87156
233,46.753246,110.22595
234,46.95305,110.57953
235,47.152847,110.93224
236,47.352646,111.28405
237,47.55245,111.63492
238,47.752247,111.984825
239,47.95205,112.33376
240,48.151848,112.68168
241,48.35165,113.02862
242,48.55145,113.374535
243,48.751247,113.71945
244,48.95105,114.06339
245,49.15085,114.406364
246,49.35065,114.74841
247,49.55045,115.089554
248,49.750248,115.42983
249,49.95005,115.76932
250,50.14985,116.10802
251,50.34965,116.44603
252,50.54945,116.78338
253,50.749252,117.120155
254,50.94905,117.45641
255,51.14885,117.79221
256,51.34865,118.127655
257,51.54845,118.462776
258,51.748253,118.79766
259,51.94805,119.13238
260,52.147854,119.466995
261,52.347652,119.801575
262,52.54745,120.13618
263,52.747253,120.47088
264,52.947052,120.80572
265,53.146854,121.14076
266,53.346653,121.47605
267,53.546455,121.81164
268,53.746254,122.14755
269,53.946053,122.48383
270,54.145855,122.82051
271,54.345654,123.157585
272,54.545456,123.49511
273,54.745255,123.833046
274,54.945053,124.171425
275,55.144855,124.51026
276,55.344654,124.849495
277,55.544456,125.18916
278,55.744255,125.5292
279,55.944057,125.86959
280,56.143856,126.21029
281,56.343655,126.55129
282,56.543457,126.89251
283,56.743256,127.23391
284,56.943058,127.57545
285,57.142857,127.91704
286,57.34266,128.25862
287,57.542458,128.60014
288,57.742256,128.94153
289,57.94206,129.2827
290,58.141857,129.62358
291,58.34166,129.9641
292,58.54146,130.30417
293,58.74126,130.64372
294,58.94106,130.98267
295,59.140858,131.32095
296,59.34066,131.65848
297,59.54046,131.99518
298,59.74026,132.331
299,59.94006,132.66583
300,60.13986,132.99963
301,60.33966,133.33238
302,60.53946,133.66394
303,60.73926,133.99432
304,60.93906,134.32344
305,61.138863,134.65128
306,61.33866,134.97778
307,61.53846,135.30293
308,61.738262,135.62668
309,61.93806,135.94904
310,62.137863,136.26996
311,62.33766,136.58943
312,62.537464,136.9075
313,62.737263,137.2241
314,62.93706,137.53929
315,63.136864,137.85306
316,63.336662,138.16542
317,63.536465,138.4764
318,63.736263,138.78603
319,63.936066,139.09433
320,64.135864,139.40134
321,64.33566,139.70708
322,64.53546,140.01161
323,64.73527,140.31496
324,64.93507,140.61717
325,65.134865,140.9183
326,65.33466,141.21837
327,65.53446,141.51743
328,65.73427,141.81555
329,65.93407,142.11276
330,66.133865,142.4091
331,66.333664,142.7046
332,66.53347,142.99934
333,66.73327,143.29333
334,66.93307,143.58661
335,67.132866,143.87921
336,67.332664,144.17119
337,67.53247,144.46255
338,67.73227,144.75334
339,67.93207,145.04356
340,68.13187,145.33324
341,68.331665,145.6224
342,68.53147,145.9111
343,68.73127,146.19926
344,68.93107,146.48695
345,69.13087,146.77419
346,69.330666,147.06094
347,69.53047,147.34724
348,69.73027,147.63309
349,69.93007,147.91846
350,70.12987,148.2034
351,70.32967,148.48785
352,70.52947,148.77188
353,70.72927,149.05544
354,70.92907,149.33853
355,71.12887,149.62119
356,71.328674,149.9034
357,71.52847,150.18517
358,71.72827,150.46648
359,71.92807,150.74738
360,72.12787,151.02783
361,72.327675,151.3079
362,72.52747,151.58755
363,72.72727,151.86684
364,72.92707,152.14575
365,73.12688,152.42432
366,73.326675,152.70255
367,73.526474,152.98047
368,73.72627,153.25812
369,73.92607,153.53549
370,74.12588,153.81265
371,74.325676,154.08958
372,74.525475,154.36633
373,74.72527,154.64291
374,74.92507,154.91937
375,75.12488,155.19572
376,75.32468,155.47198
377,75.524475,155.7482
378,75.72427,156.02435
379,75.92407,156.30054
380,76.12388,156.5767
381,76.32368,156.85292
382,76.523476,157.12917
383,76.723274,157.4055
384,76.92308,157.68192
385,77.12288,157.95842
386,77.32268,158.23505
387,77.52248,158.51178
388,77.722275,158.78864
389,77.92208,159.06564
390,78.12188,159.34279
391,78.32168,159.62006
392,78.52148,159.89745
393,78.721275,160.17499
394,78.92108,160.45267
395,79.12088,160.73045
396,79.32068,161.00835
397,79.52048,161.28632
398,79.72028,161.56442
399,79.92008,161.84256
