# x, y
2.000000000000000000e+02 2.723276672363281250e+02
2.000000000000000000e+02 2.723276672363281250e+02
0.000000000000000000e+00 1.210000038146972656e+01
0.000000000000000000e+00 1.210000038146972656e+01
0.000000000000000000e+00 1.210000038146972656e+01
2.000000000000000000e+02 2.723276672363281250e+02
0.000000000000000000e+00 1.210000038146972656e+01
0.000000000000000000e+00 1.210000038146972656e+01
2.000000000000000000e+02 2.723276672363281250e+02
2.000000000000000000e+02 2.723276672363281250e+02
1.431051635742187500e+02 2.306750946044921875e+02
1.619246520996093750e+02 2.458831176757812500e+02
9.963275909423828125e+01 1.877398223876953125e+02
1.190936584472656250e+02 2.085427398681640625e+02
1.097004623413085938e+02 1.988672027587890625e+02
1.903487091064453125e+02 2.660913085937500000e+02
1.306186370849609375e+02 2.195943298339843750e+02
3.344986343383789062e+01 8.630807495117187500e+01
6.879549407958984375e+01 1.475905609130859375e+02
9.628510284423828125e+01 1.838488922119140625e+02
4.627570724487304688e+01 1.107594833374023438e+02
1.745009002685546875e+02 2.551916046142578125e+02
1.097512817382812500e+02 1.989212951660156250e+02
6.322052001953125000e+01 1.391459808349609375e+02
6.487435913085937500e+01 1.416944732666015625e+02
6.311048126220703125e+01 1.389750823974609375e+02
7.453761291503906250e+01 1.558693389892578125e+02
8.181878328323364258e-01 1.401341247558593750e+01
1.775225677490234375e+02 2.573376464843750000e+02
1.423837890625000000e+02 2.300580139160156250e+02
1.072757492065429688e+02 1.962624511718750000e+02
1.494296932220458984e+01 4.664625549316406250e+01
5.054840850830078125e+01 1.183248443603515625e+02
4.970497512817382812e+01 1.168539505004882812e+02
7.024652099609375000e+01 1.497216491699218750e+02
4.144119262695312500e+01 1.018518753051757812e+02
2.844702339172363281e+01 7.606430053710937500e+01
2.632143783569335938e+01 7.159712982177734375e+01
4.054233932495117188e+01 1.001545639038085938e+02
1.037800674438476562e+02 1.924247589111328125e+02
1.269300003051757812e+02 2.161487884521484375e+02
1.663408813476562500e+02 2.492236480712890625e+02
6.983471679687500000e+01 1.491195678710937500e+02
9.280760955810546875e+01 1.796986083984375000e+02
1.525739135742187500e+02 2.385334167480468750e+02
