# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.937593719456344843e-04 3.619545698165893555e-01 2.603420734405517578e+00 3.937593719456344843e-04 3.619545698165893555e-01 2.603420734405517578e+00 1.521326541900634766e+00
1.000000000000000000e+03 1.252885413123294711e-04 1.828169388318201527e-06 7.161910161812556908e-06 1.252885413123294711e-04 1.828169388318201527e-06 7.161910161812556908e-06 4.511533975601196289e-01
2.000000000000000000e+03 4.023488145321607590e-05 3.250870213378220797e-05 1.052113657351583242e-05 4.023488145321607590e-05 3.250870213378220797e-05 1.052113657351583242e-05 2.761916220188140869e-01
3.000000000000000000e+03 2.198577203671447933e-05 6.755072945452411659e-08 5.041387112214579247e-07 2.198577203671447933e-05 6.755072945452411659e-08 5.041387112214579247e-07 2.034882009029388428e-01
4.000000000000000000e+03 1.472944495617412031e-05 5.558334237321105320e-08 3.860159267787821591e-07 1.472944495617412031e-05 5.558334237321105320e-08 3.860159267787821591e-07 1.659815460443496704e-01
5.000000000000000000e+03 1.063293620973126963e-05 6.653399964307027403e-08 1.406796599212611909e-07 1.063293620973126963e-05 6.653399964307027403e-08 1.406796599212611909e-07 1.406910866498947144e-01
6.000000000000000000e+03 1.110200173570774496e-05 1.227263197733918787e-07 2.934291956080414820e-07 1.110200173570774496e-05 1.227263197733918787e-07 2.934291956080414820e-07 1.405228525400161743e-01
7.000000000000000000e+03 7.781980457366444170e-06 3.951207929731026525e-07 1.292102069783140905e-07 7.781980457366444170e-06 3.951207929731026525e-07 1.292102069783140905e-07 1.244215220212936401e-01
8.000000000000000000e+03 6.169442713144235313e-06 7.700402449017929030e-08 9.910077380936854752e-08 6.169442713144235313e-06 7.700402449017929030e-08 9.910077380936854752e-08 1.112021729350090027e-01
9.000000000000000000e+03 5.205909928918117657e-06 6.696955097140744328e-06 9.661576996222720481e-07 5.205909928918117657e-06 6.696955097140744328e-06 9.661576996222720481e-07 1.059389933943748474e-01
1.000000000000000000e+04 3.764488383239950053e-06 1.277403924859754625e-07 2.495015962722391123e-07 3.764488383239950053e-06 1.277403924859754625e-07 2.495015962722391123e-07 8.716465532779693604e-02
1.100000000000000000e+04 3.003470510520855896e-06 1.173700866274884902e-06 3.136691020699799992e-06 3.003470510520855896e-06 1.173700866274884902e-06 3.136691020699799992e-06 7.982284575700759888e-02
1.200000000000000000e+04 2.289728627147269435e-06 3.817839910880138632e-08 1.625047829634240770e-08 2.289728627147269435e-06 3.817839910880138632e-08 1.625047829634240770e-08 7.023526728153228760e-02
1.300000000000000000e+04 1.872956204351794440e-06 3.852046148722365615e-08 2.221817752001697954e-08 1.872956204351794440e-06 3.852046148722365615e-08 2.221817752001697954e-08 6.540246307849884033e-02
1.400000000000000000e+04 1.317314399784663692e-06 4.842433190788142383e-05 1.057285658134787809e-06 1.317314399784663692e-06 4.842433190788142383e-05 1.057285658134787809e-06 5.580002069473266602e-02
1.500000000000000000e+04 1.147667603618174326e-06 1.160283318313304335e-07 7.310001137739163823e-08 1.147667603618174326e-06 1.160283318313304335e-07 7.310001137739163823e-08 5.453622713685035706e-02
1.600000000000000000e+04 1.130002146965125576e-06 1.060578415490454063e-05 1.506783405602618586e-06 1.130002146965125576e-06 1.060578415490454063e-05 1.506783405602618586e-06 5.434014648199081421e-02
1.700000000000000000e+04 8.412428655901749153e-07 3.394364966879948042e-07 2.499256623877954553e-08 8.412428655901749153e-07 3.394364966879948042e-07 2.499256623877954553e-08 5.130818113684654236e-02
1.800000000000000000e+04 5.941564040767843835e-07 1.187748033260049851e-08 6.162532173448198591e-08 5.941564040767843835e-07 1.187748033260049851e-08 6.162532173448198591e-08 4.854407906532287598e-02
1.900000000000000000e+04 8.749935886953608133e-07 1.288027578993933275e-05 3.021293014171533287e-05 8.749935886953608133e-07 1.288027578993933275e-05 3.021293014171533287e-05 4.846128448843955994e-02
2.000000000000000000e+04 7.384077434835489839e-06 7.627619424965814687e-08 5.614578313384299690e-08 7.384077434835489839e-06 7.627619424965814687e-08 5.614578313384299690e-08 1.681295186281204224e-01
2.100000000000000000e+04 2.029867118835682049e-06 5.144514148014422972e-08 3.394334413542310358e-08 2.029867118835682049e-06 5.144514148014422972e-08 3.394334413542310358e-08 8.401741832494735718e-02
2.200000000000000000e+04 1.067052266989776399e-06 9.044953941383937490e-08 9.227852615367737599e-08 1.067052266989776399e-06 9.044953941383937490e-08 9.227852615367737599e-08 5.830503627657890320e-02
2.300000000000000000e+04 7.157796630963275675e-07 6.224914977792650461e-05 7.142308078300629859e-08 7.157796630963275675e-07 6.224914977792650461e-05 7.142308078300629859e-08 4.879131168127059937e-02
2.400000000000000000e+04 4.928465955345018301e-07 3.262222492139699170e-07 4.953324861389774014e-09 4.928465955345018301e-07 3.262222492139699170e-07 4.953324861389774014e-09 4.507770761847496033e-02
2.500000000000000000e+04 4.525062990978767630e-07 1.152469121734611690e-05 2.600017251097597182e-05 4.525062990978767630e-07 1.152469121734611690e-05 2.600017251097597182e-05 4.295112192630767822e-02
2.600000000000000000e+04 3.425034549309202703e-07 1.940270976774627343e-06 2.980545832542702556e-05 3.425034549309202703e-07 1.940270976774627343e-06 2.980545832542702556e-05 4.203914850950241089e-02
2.700000000000000000e+04 2.630740709719248116e-07 4.464762071165750967e-08 3.490253220661543310e-05 2.630740709719248116e-07 4.464762071165750967e-08 3.490253220661543310e-05 3.925766423344612122e-02
2.800000000000000000e+04 2.338605895602086093e-07 3.837576922904872845e-09 7.474505423488153610e-07 2.338605895602086093e-07 3.837576922904872845e-09 7.474505423488153610e-07 3.421365097165107727e-02
2.900000000000000000e+04 2.330013330720248632e-06 3.065004250402125763e-08 3.146462290715135168e-08 2.330013330720248632e-06 3.065004250402125763e-08 3.146462290715135168e-08 4.788286611437797546e-02
3.000000000000000000e+04 6.349462751131795812e-07 5.337301445251796395e-08 1.510633929058258218e-08 6.349462751131795812e-07 5.337301445251796395e-08 1.510633929058258218e-08 3.212297335267066956e-02
3.100000000000000000e+04 2.762378130682918709e-07 2.073142546521467011e-09 6.537323571365050157e-09 2.762378130682918709e-07 2.073142546521467011e-09 6.537323571365050157e-09 3.103054128587245941e-02
3.200000000000000000e+04 2.500052858067647321e-07 9.613762586013763212e-08 6.152486662358569447e-07 2.500052858067647321e-07 9.613762586013763212e-08 6.152486662358569447e-07 2.788131125271320343e-02
3.300000000000000000e+04 1.504824638232094003e-07 8.555424146905465932e-10 2.874988469514505596e-09 1.504824638232094003e-07 8.555424146905465932e-10 2.874988469514505596e-09 2.591549046337604523e-02
3.400000000000000000e+04 1.234149351603264222e-07 6.501484350884823016e-10 2.498564910524692095e-09 1.234149351603264222e-07 6.501484350884823016e-10 2.498564910524692095e-09 2.442400157451629639e-02
3.500000000000000000e+04 1.161241627301023982e-07 1.452553846092996537e-07 1.443766706188398530e-07 1.161241627301023982e-07 1.452553846092996537e-07 1.443766706188398530e-07 2.235292270779609680e-02
3.600000000000000000e+04 1.058717984392387734e-07 8.025344868656247854e-07 2.378975239025749033e-08 1.058717984392387734e-07 8.025344868656247854e-07 2.378975239025749033e-08 2.092278003692626953e-02
3.700000000000000000e+04 8.561045916621878860e-08 2.387943354165145138e-08 2.372127561045545008e-08 8.561045916621878860e-08 2.387943354165145138e-08 2.372127561045545008e-08 2.041077986359596252e-02
3.800000000000000000e+04 9.731619599051555269e-08 7.462126205837193993e-08 5.308004801918286830e-06 9.731619599051555269e-08 7.462126205837193993e-08 5.308004801918286830e-06 1.958812959492206573e-02
3.900000000000000000e+04 5.486137055754625180e-08 1.568954033359659661e-08 5.594038565703840504e-09 5.486137055754625180e-08 1.568954033359659661e-08 5.594038565703840504e-09 1.713622733950614929e-02
4.000000000000000000e+04 4.333052316951579996e-08 3.116573943362510590e-10 5.317601914356373527e-10 4.333052316951579996e-08 3.116573943362510590e-10 5.317601914356373527e-10 1.583287864923477173e-02
4.100000000000000000e+04 6.319299927781685255e-08 1.069966018008017272e-07 1.635931945465074477e-09 6.319299927781685255e-08 1.069966018008017272e-07 1.635931945465074477e-09 1.814561337232589722e-02
4.200000000000000000e+04 3.900147049762381357e-08 1.175033474964948255e-07 8.144145913213662880e-10 3.900147049762381357e-08 1.175033474964948255e-07 8.144145913213662880e-10 1.440891064703464508e-02
